index,Number of Comments,Number of Subscribers,Membership Duration,Number of Uploads,Profanity in UserID,Age,class
1696,28,3,3,2,0,25,1
1697,15,9,6,5,0,26,1
1698,8,2,3,2,0,19,0
1699,4,0,5,5,0,20,0
1700,1,1,4,5,0,31,1
1701,9,1,3,5,0,21,0
1702,5,0,3,5,0,34,1
1703,26,0,2,2,1,21,0
1704,10,0,3,5,0,22,0
1705,2,0,4,5,0,17,0
1706,19,0,2,5,0,17,0
1707,17,11,2,6,0,13,0
1708,24,0,3,1,0,17,0
1709,3,7,4,1,0,18,0
1710,3,2,2,5,0,16,0
1711,21,6,3,25,0,29,0
1712,28,1,2,1,0,19,0
1713,31,11,6,8,0,19,1
1714,13,0,3,7,0,16,0
1715,28,11,3,30,0,17,0
1716,12,2,3,5,0,26,0
1717,24,5,7,5,0,20,0
1718,3,0,2,5,0,15,0
1719,25,11,3,5,0,20,0
1720,26,2,5,5,0,28,0
1721,2,2,3,5,0,31,0
1722,22,1,5,5,0,19,1
1723,13,2,3,5,0,22,0
1724,9,0,3,7,0,14,0
1725,23,0,4,5,0,21,0
1726,24,2,3,5,0,17,0
1727,32,1,5,5,0,46,1
1728,4,3,4,5,0,15,0
1729,8,2,3,3,0,14,0
1730,1,0,3,5,0,14,0
1731,1,0,4,5,0,17,1
1732,31,5,3,5,0,21,0
1733,33,0,4,5,0,20,0
1734,35,1,5,1,0,25,1
1735,21,21,3,25,0,17,0
1736,38,4,2,5,1,14,0
1737,38,7,3,1,0,19,0
1738,20,0,2,5,0,17,0
1739,7,0,2,5,0,23,0
1740,17,2,2,5,0,15,0
1741,23,21,3,9,1,18,0
1742,12,1,3,2,0,15,0
1743,3,0,2,3,0,19,0
1744,21,783,6,10,0,22,0
1745,26,92,3,6,0,16,0
1746,16,2,2,10,0,16,0
1747,10,2,3,4,0,26,1
1748,35,6,3,7,0,17,0
1749,12,6,5,5,1,18,0
1750,31,0,7,5,0,32,0
1751,33,5,3,5,1,27,1
1752,28,106,3,15,0,19,0
1753,31,0,2,6,0,14,0
1754,21,13,3,3,0,21,0
1755,5,6,5,1,0,26,0
1756,12,1,3,5,0,14,0
1757,3,0,3,5,0,14,0
1758,6,163,4,10,0,17,0
1759,6,13,6,4,0,18,0
1760,20,3,4,5,0,111,0
1761,22,2,4,5,0,15,0
1762,3,1,5,5,0,18,0
1763,7,0,5,5,0,22,0
1764,2,0,8,5,0,23,0
1765,8,55,3,2,0,22,0
1766,14,1,7,6,0,30,0
1767,26,0,3,3,0,35,0
1768,34,3,2,5,0,20,0
1769,13,23,3,5,0,20,0
1770,2,11,4,1,0,16,0
1771,6,2,3,5,0,42,0
1772,6,1,2,5,0,76,0
1773,14,1,3,5,0,25,0
1774,14,3,2,5,0,16,0
1775,22,0,3,3,0,24,0
1776,2,0,4,7,0,33,1
1777,21,4,2,1,0,15,0
1778,5,1,3,2,0,21,0
1779,26,3,6,5,0,111,0
1780,14,0,7,5,0,34,0
1781,29,0,2,1,1,14,0
1782,30,1,2,5,1,34,0
1783,19,0,3,5,0,29,0
1784,23,4,3,5,1,15,0
1785,28,2,5,3,0,23,0
1786,12,4,3,5,0,16,1
1787,5,0,3,5,0,19,0
1788,33,58,7,8,0,34,0
1789,7,3,3,5,0,16,0
1790,4,7,2,2,0,19,0
1791,12,3,7,3,0,33,0
1792,11,0,3,5,0,21,0
1793,17,0,3,5,0,35,0
1794,18,0,3,5,0,21,0
1795,2,2,6,5,0,27,0
1796,1,4,3,2,0,22,0
1797,4,10,6,15,0,15,0
1798,33,1,2,5,1,54,0
1799,29,2,3,5,0,22,0
1800,43,3,3,5,0,13,0
1801,5,2,4,2,1,16,0
1802,1,0,3,5,0,23,0
1803,7,0,2,5,0,16,0
1804,21,4,6,5,0,26,0
1805,16,4,4,1,0,27,0
1806,6,37,3,77,0,18,0
1807,20,0,5,5,0,18,1
1808,3,7,2,5,1,17,0
1809,25,1,2,21,0,20,1
1810,24,3,3,9,0,17,0
1811,15,0,3,2,0,23,0
1812,27,0,3,5,0,55,0
1813,7,3,3,8,0,16,0
1814,15,1,3,1,0,15,0
1815,8,7,3,18,0,20,0
1816,25,20,3,5,0,19,1
1817,19,2,6,2,0,18,0
1818,11,2,2,2,0,19,0
1819,3,13,4,4,0,16,0
1820,4,15,2,6,0,13,0
1821,2,3,4,5,0,20,1
1822,21,4,5,5,0,21,0
1823,21,0,4,5,1,21,1
1824,43,1,5,5,0,21,0
1825,12,0,3,5,0,49,0
1826,28,3,3,1,0,22,0
1827,33,0,3,1,0,19,0
1828,22,0,2,5,0,56,0
1829,7,0,2,5,0,49,0
1830,1,0,3,5,0,25,0
1831,31,3,3,6,0,20,0
1832,7,9,7,5,0,27,0
1833,41,2,5,5,1,20,1
1834,38,6,3,13,0,43,1
1835,42,0,3,5,0,14,0
1836,17,7,4,3,0,23,0
1837,5,3,3,6,0,23,1
1838,26,5,3,11,0,15,0
1839,28,4,4,5,0,29,0
1840,14,0,3,5,0,28,0
1841,27,2,8,5,0,30,0
1842,25,49,5,4,0,17,0
1843,6,21,5,11,0,18,0
1844,31,4,6,5,0,29,1
1845,5,0,3,1,0,22,0
1846,8,6,4,5,0,17,0
1847,8,9,3,7,0,22,0
1848,11,0,2,1,0,23,0
1849,7,0,3,1,0,21,0
1850,1,0,3,5,0,20,1
1851,16,43,2,281,0,18,0
1852,32,74,7,16,0,25,0
1853,22,5,4,27,0,15,0
1854,15,16,4,3,0,23,0
1855,5,7,3,2,1,16,0
1856,20,0,5,5,0,23,0
1857,19,2,8,1,0,24,0
1858,27,23,4,24,0,17,0
1859,24,1,2,5,0,30,0
1860,29,4,4,5,0,21,0
1861,23,11,4,1,0,19,0
1862,21,2,2,5,0,16,0
1863,2,7,4,37,0,19,0
1864,16,0,3,5,0,27,1
1865,35,4,4,3,0,98,0
1866,21,50,3,37,0,18,0
1867,40,5,3,5,0,17,0
1868,29,0,3,5,0,18,0
1869,24,2,4,21,0,16,0
1870,18,3,3,10,0,18,0
1871,2,3,5,5,0,23,0
1872,21,0,5,8,0,30,0
1873,39,27,3,5,0,18,0
1874,2,0,7,5,0,44,0
1875,10,0,3,1,0,21,0
1876,1,0,2,5,0,16,0
1877,14,0,3,5,0,14,0
1878,7,0,4,2,0,21,0
1879,7,0,3,5,1,42,0
1880,14,4,4,5,0,18,0
1881,13,1,3,1,0,14,0
1882,23,19,5,5,0,28,0
1883,10,0,4,5,0,45,0
1884,8,35,6,4,0,20,0
1885,17,13,5,31,0,15,1
1886,2,1,3,5,0,14,0
1887,3,3,3,2,0,24,0
1888,20,5,3,12,0,42,0
1889,19,3,4,4,0,19,0
1890,1,1,3,5,0,18,0
1891,4,1,4,4,0,21,0
1892,24,1,3,5,0,33,1
1893,12,2,7,6,0,23,0
1894,10,1,5,2,0,30,0
1895,27,0,3,5,0,18,0
1896,1,0,6,5,0,22,1
1897,9,4,3,4,0,14,0
1898,10,32,5,6,1,45,0
1899,16,0,8,5,0,20,0
1900,21,111,4,24,0,20,0
1901,12,4,3,4,0,23,0
1902,13,0,3,1,0,30,0
1903,25,4,2,1,0,13,0
1904,10,0,3,5,0,22,0
1905,6,2,3,5,1,22,1
1906,5,0,2,5,0,66,0
1907,36,2,3,5,0,22,0
1908,22,4,3,9,0,19,0
1909,21,2,3,5,0,21,0
1910,10,13,2,6,1,21,1
1911,39,4,5,7,0,32,0
1912,35,0,3,5,0,20,0
1913,32,2,2,5,0,19,0
1914,7,0,3,5,0,16,0
1915,15,0,2,1,0,17,0
1916,5,0,3,1,1,17,0
1917,25,10,3,5,0,19,0
1918,5,1,3,5,0,30,0
1919,8,10,4,5,0,16,0
1920,16,0,3,11,0,14,0
1921,36,1,3,9,0,22,0
1922,8,0,2,5,0,25,0
1923,16,2,2,5,0,27,0
1924,1,0,3,5,0,19,0
1925,28,7,3,10,0,19,0
1926,13,1,3,5,0,111,0
1927,9,2,5,4,0,17,0
1928,4,0,3,5,0,21,0
1929,6,0,2,5,0,27,0
1930,8,1,3,5,0,22,0
1931,32,3,3,6,0,31,0
1932,5,0,3,3,0,24,0
1933,3,4,3,21,0,14,0
1934,25,2,3,5,0,19,1
1935,3,1,3,12,0,28,0
1936,1,1,3,5,0,103,0
1937,25,3,3,5,1,13,0
1938,28,5,3,5,0,21,0
1939,15,12,4,11,0,22,0
1940,2,8,6,4,0,26,0
1941,4,2,4,2,0,27,0
1942,9,4,5,5,0,17,0
1943,31,1,3,30,0,14,0
1944,23,10,3,14,1,18,0
1945,6,14,5,8,0,24,0
1946,32,1,4,5,0,18,0
1947,8,2,7,1,0,45,0
1948,27,0,3,5,0,19,0
1949,41,0,3,5,0,41,0
1950,17,24,3,7,0,21,0
1951,19,2,3,4,0,29,0
1952,5,1,5,5,0,21,0
1953,40,27,5,3,0,30,1
1954,20,2,4,5,0,29,0
1955,15,3,4,8,0,17,0
1956,5,1,5,1,0,29,1
1957,33,0,7,5,0,37,1
1958,27,6,6,5,0,49,0
1959,4,3,2,5,1,15,0
1960,25,6,5,1,0,21,0
1961,16,1,3,2,1,17,0
1962,18,1,2,5,0,15,0
1963,2,0,5,1,0,24,0
1964,46,1,2,5,0,18,0
1965,19,3,4,5,0,22,0
1966,7,1,5,2,0,22,0
1967,39,5,3,7,0,29,0
1968,2,1,3,5,0,16,0
1969,11,6,5,22,0,17,0
1970,15,11,2,7,0,32,0
1971,9,0,3,5,0,27,0
1972,3,5,3,2,0,22,0
1973,22,0,2,5,1,21,0
1974,1,30,5,50,0,17,0
1975,38,1,4,5,0,17,0
1976,33,3,5,6,0,17,1
1977,34,5,4,5,0,21,0
1978,4,1,4,5,0,29,0
1979,1,0,3,5,0,15,0
1980,32,3,4,3,0,25,0
1981,3,8,2,3,0,15,0
1982,18,243,4,73,0,16,0
1983,9,2,3,5,0,16,0
1984,6,8,3,12,0,15,0
1985,24,1,4,5,0,26,0
1986,3,48,6,2,0,18,0
1987,12,34,4,100,0,20,0
1988,29,1,3,5,0,24,0
1989,3,0,3,5,0,23,0
1990,12,0,8,2,0,26,0
1991,11,0,3,5,0,20,0
1992,3,0,3,5,0,24,0
1993,30,3,2,5,0,14,0
1994,6,0,3,2,0,20,0
1995,1,70,5,10,0,17,0
1996,3,0,5,5,0,31,0
1997,8,0,7,3,0,25,0
1998,43,1,5,1,0,18,0
1999,6,0,3,5,0,37,0
2000,16,1,3,12,0,15,0
2001,23,24,3,2,0,23,0
2002,30,1,2,5,1,13,0
2003,26,1,5,5,0,27,1
2004,19,12,4,12,0,25,0
2005,21,15,5,5,0,16,0
2006,8,2,5,5,0,21,0
2007,14,1,4,5,0,32,0
2008,10,0,7,1,0,22,1
2009,4,26,3,9,0,17,0
2010,5,0,3,3,0,22,0
2011,4,7,5,24,0,27,0
2012,24,32,4,1,0,37,0
2013,36,0,3,1,0,22,0
2014,32,15,7,2,0,31,0
2015,21,0,4,5,0,42,0
2016,4,0,3,5,0,14,0
2017,17,0,2,5,1,32,0
2018,12,79,3,23,0,41,0
2019,31,5,7,18,0,22,0
2020,41,15,4,3,0,22,0
2021,23,2,2,5,0,23,0
2022,27,1,3,5,0,22,0
2023,19,3,3,5,1,112,0
2024,15,16,3,19,0,16,0
2025,26,23,4,7,0,23,0
2026,22,1,4,1,1,30,0
2027,17,412,4,6,0,22,0
2028,14,160,3,4,0,18,0
2029,26,0,4,5,0,28,0
2031,3,0,3,1,0,29,0
2032,16,1,3,5,0,20,1
2033,27,4,4,11,0,16,0
2034,40,0,4,5,0,28,1
2035,27,5,5,4,1,22,0
2036,4,0,3,3,0,20,0
2037,16,0,3,5,0,41,0
2038,9,1,3,5,0,25,0
2039,1,376,4,166,1,54,0
2040,20,0,3,16,0,23,0
2041,9,1,5,4,0,25,0
2042,14,2,4,5,0,75,1
2043,9,0,3,10,0,36,0
2044,3,0,3,5,0,23,1
2045,3,0,3,5,0,28,1
2046,4,3,3,7,0,29,0
2047,25,3,4,9,0,25,0
2048,9,0,3,5,0,18,0
2049,15,6,5,5,0,52,0
2050,30,2,6,1,0,22,0
2051,16,19,3,41,0,18,0
2052,12,1,4,5,0,111,0
2053,4,1,3,1,0,38,1
2054,15,1,3,5,0,22,0
2055,10,11,3,9,0,20,0
2056,25,7,5,9,0,31,0
2057,13,0,5,2,0,21,0
2058,16,142,3,132,0,15,0
2059,26,1,3,5,0,32,0
2060,35,31,5,27,0,31,0
2061,23,5,4,1,0,22,0
2062,8,10,4,4,0,16,0
2063,27,42962,2,239,0,22,0
2064,3,0,5,5,1,26,0
2065,19,0,2,5,1,15,0
2066,1,3,3,2,0,20,0
2067,20,0,3,5,0,43,1
2068,29,0,3,5,0,22,0
2069,2,0,4,5,0,41,0
2070,3,0,3,5,0,19,0
2071,8,1,4,1,0,33,0
2072,40,2,3,14,1,31,0
2073,24,4,3,6,0,15,0
2074,34,2,4,5,0,26,0
2075,22,1,3,5,0,17,0
2076,14,3,3,1,0,19,0
2077,6,30,4,35,0,16,0
2078,28,1,3,5,0,22,0
2079,32,1,3,5,0,19,1
2080,1,0,3,5,0,24,0
2081,7,14,2,24,0,21,0
2082,34,2,6,5,0,32,0
2083,3,1,5,5,0,50,0
2084,26,6,4,5,0,28,1
2085,6,29,3,102,0,35,0
2086,19,1,3,5,0,21,0
2087,8,3,4,13,0,22,0
2088,19,0,2,5,0,25,0
2089,4,9,5,1,0,29,0
2090,13,5,4,5,0,19,0
2091,29,1,3,5,0,14,0
2092,14,0,3,5,0,28,0
2093,25,7,5,17,0,18,0
2094,7,1,5,5,1,16,0
2095,20,5,3,17,0,23,0
2096,14,8,2,13,0,19,0
2097,6,0,4,13,1,19,0
2098,23,2,2,4,1,16,0
2099,14,2,2,5,1,17,0
2100,13,6,4,36,0,14,0
2101,5,4,3,5,0,15,0
2102,5,3,3,5,0,21,0
2103,8,1,3,5,0,22,1
2104,23,6,4,5,0,15,1
2105,5,8,4,1,0,35,0
2106,16,1,3,5,0,14,0
2107,31,0,3,5,0,24,0
2108,27,2,3,5,0,39,0
2109,3,59,4,16,0,15,0
2110,6,1,2,5,0,14,0
2111,16,0,2,5,0,16,1
2112,26,0,4,1,0,111,0
2113,11,7,2,17,0,14,0
2114,15,1,3,5,0,19,0
2115,3,0,4,5,0,21,0
2116,2,1,4,5,0,21,0
2117,7,197,4,5,0,19,0
2118,28,0,3,1,0,25,0
2119,19,2,3,1,0,18,1
2120,40,0,3,5,0,42,0
2121,22,5,2,2,0,32,0
2122,15,9,3,12,0,17,0
2123,2,0,3,5,0,23,0
2124,3,0,3,5,1,21,0
2125,33,5,3,5,0,16,0
2126,25,0,3,2,0,27,0
2127,4,1,3,5,0,15,0
2128,2,1,4,5,0,29,0
2129,32,0,3,5,1,21,0
2130,5,15,4,7,0,32,0
2131,25,81,3,124,0,38,0
2132,6,31,2,49,0,38,0
2133,29,4,3,5,0,63,1
2134,18,1,3,1,1,19,0
2135,2,27,5,37,0,15,0
2136,36,1,5,5,1,16,0
2137,7,922,2,11,0,14,0
2138,28,8,5,1,0,17,0
2139,9,1,3,8,0,22,0
2140,34,0,3,5,0,21,0
2141,7,27,4,22,0,19,0
2142,25,0,2,5,0,46,0
2143,23,12,7,5,0,30,0
2144,29,37,4,5,0,20,0
2145,17,0,3,5,1,71,0
2146,5,7,3,14,0,20,0
2147,5,1,3,1,0,16,1
2148,12,14,3,5,0,21,0
2150,20,53,3,5,0,16,0
2151,18,0,3,5,0,37,0
2152,23,2,2,5,0,16,0
2153,2,8,3,1,0,19,0
2154,31,66,4,6,1,18,1
2155,3,0,4,5,0,27,0
2156,39,4,4,5,0,21,0
2157,18,2,7,1,1,19,0
2158,29,33,4,47,1,19,0
2159,5,0,3,5,0,19,0
2160,36,7,4,6,0,20,0
2161,5,0,3,5,0,19,0
2162,7,1,3,5,0,16,0
2163,13,5,4,29,0,29,0
2164,19,0,3,5,0,21,0
2165,11,0,3,5,0,13,0
2166,5,7,3,4,0,14,0
2167,18,3,4,12,0,49,0
2168,10,1,2,5,0,27,0
2169,11,6,3,5,0,22,0
2170,30,0,3,5,0,21,0
2171,25,1,3,1,0,16,0
2172,9,6,4,1,0,19,0
2173,25,2,2,4,0,16,0
2174,5,8,3,5,0,111,0
2175,26,18,3,1,0,22,0
2176,5,1,8,5,1,27,0
2177,4,1,4,10,0,16,0
2178,12,5,2,5,0,22,0
2179,9,1,7,4,0,20,0
2180,40,1,4,5,0,31,0
2181,24,5,6,7,0,31,1
2182,18,3,5,4,0,21,0
2183,1,14,5,5,0,18,0
2184,3,2,5,5,0,18,0
2185,17,5,3,5,0,28,0
2186,2,0,3,5,0,17,1
2187,36,11,3,5,1,18,0
2188,42,13,5,1,0,32,0
2189,1,2,3,5,0,19,0
2190,10,0,2,5,0,20,0
2191,8,45,3,6,0,14,0
2192,6,2,2,5,0,14,0
2193,4,1,4,3,0,22,0
2194,2,24,6,7,0,22,0
2195,20,2,3,5,0,21,0
2196,16,4,3,9,0,32,0
2197,25,1,3,5,0,18,0
2198,27,0,5,5,1,18,0
2199,16,1,7,5,0,26,0
2200,3,6,3,53,0,23,0
2201,10,0,2,5,0,14,0
2202,13,55,3,3,0,17,0
2203,15,1,6,5,0,39,0
2204,7,0,2,5,0,17,0
2205,1,14,3,3,0,14,0
2206,20,9,4,5,0,25,0
2207,9,1,3,3,0,48,0
2208,2,5,5,3,0,27,0
2209,4,22,3,8,0,15,0
2210,1,68,5,14,0,23,0
2211,21,0,4,6,0,25,0
2212,15,1,5,1,0,41,0
2213,18,1,2,5,0,17,0
2214,39,7,4,5,0,16,0
2215,5,0,3,5,0,14,0
2216,1,0,2,5,0,18,0
2217,41,51,6,8,0,23,0
2218,8,28,5,5,0,18,0
2219,28,28,4,7,1,15,0
2220,13,5,3,5,0,21,0
2221,21,2,2,2,0,18,0
2222,3,0,3,5,0,22,0
2223,9,0,2,1,1,14,0
2224,4,0,3,5,0,28,1
2225,16,2,6,4,0,31,0
2226,3,0,4,5,0,72,0
2227,3,0,3,5,0,30,1
2228,3,1,2,2,0,15,0
2229,22,5,5,9,0,20,0
2230,27,6,3,1,0,22,0
2231,23,1,3,5,0,43,0
2232,20,3,7,5,0,43,1
2233,9,41,3,5,0,15,0
2234,3,0,4,5,0,17,0
2235,31,6,3,5,0,14,0
2236,10,1,3,5,0,18,0
2237,17,0,5,5,0,25,0
2238,26,10,4,8,0,41,0
2239,17,5,3,4,0,14,0
2241,26,22,3,12,0,37,0
2242,7,0,3,3,1,23,0
2243,39,0,3,5,0,20,0
2244,10,38,5,5,0,21,0
2245,10,15,5,5,0,16,1
2246,4,36,3,32,0,48,0
2247,14,14,3,4,0,19,1
2248,8,0,3,5,0,40,0
2249,17,0,3,5,0,15,0
2250,1,3,5,2,0,39,0
2251,35,7,3,1,1,16,0
2252,9,0,2,5,0,14,0
2253,38,0,6,5,0,32,0
2254,2,0,3,5,0,19,0
2255,1,97,4,26,0,15,0
2256,39,5,4,1,0,17,0
2257,11,100,3,51,0,27,0
2258,25,89,7,79,1,44,0
2259,1,0,2,5,0,15,0
2260,3,0,3,5,0,19,0
2261,12,301,2,1,0,21,1
2262,11,0,4,5,0,27,1
2263,31,0,2,5,0,45,0
2264,16,8,3,5,0,16,0
2265,9,0,3,8,0,41,0
2266,9,0,3,5,1,21,0
2267,3,3,3,55,0,20,0
2268,2,5,4,5,1,21,0
2269,17,3,5,5,0,21,0
2270,22,1,2,5,1,20,0
2271,10,141,3,15,0,23,0
2272,14,9,3,18,0,17,0
2273,8,94,5,68,0,16,0
2274,21,12,3,62,1,18,0
2275,12,0,2,5,0,42,0
2276,3,7,7,5,0,23,0
2277,6,0,3,5,0,22,0
2278,3,1,4,5,1,21,0
2279,35,11,5,7,0,27,0
2280,19,5,6,5,0,32,0
2281,1,9,5,5,0,21,0
2282,15,59,2,5,0,16,1
2283,17,0,3,5,0,20,0
2284,12,0,3,5,0,23,1
2285,10,1,3,5,0,21,0
2286,36,0,2,1,0,16,0
2287,27,11,3,5,0,19,0
2288,15,1,4,5,0,23,0
2289,30,4,5,5,0,22,0
2290,25,2,3,3,0,26,0
2291,7,5,4,1,0,15,0
2292,41,5,2,3,0,23,0
2293,38,1,5,2,0,23,0
2294,6,0,3,1,0,18,0
2295,4,0,4,1,0,21,0
2296,21,2,4,5,0,19,0
2297,21,1,2,5,0,22,0
2298,10,1,2,5,0,17,0
2299,36,3,2,1,0,18,0
2300,11,0,2,5,0,19,0
2301,15,2,3,5,1,15,0
2302,38,2,2,5,0,15,0
2303,19,0,3,1,1,21,0
2304,1,0,3,5,1,33,0
2305,26,8,4,3,0,22,0
2306,3,1,3,5,0,16,0
2307,27,0,2,5,0,17,0
2308,14,2,6,35,0,17,0
2309,27,7,7,5,0,38,0
2310,9,0,3,1,0,60,1
2311,6,6,3,29,0,16,0
2312,1,337,8,820,0,57,0
2313,29,2,4,4,0,21,0
2314,26,0,3,5,0,30,1
2315,7,0,4,2,0,42,0
2316,9,1,3,3,0,20,0
2317,22,5,5,5,0,28,0
2318,17,0,2,5,0,13,0
2319,24,5,2,5,0,21,0
2320,7,1,4,2,0,15,0
2321,1,1,2,5,1,15,1
2322,32,36,3,33,1,27,0
2323,35,11,7,5,0,25,0
2324,23,0,2,5,0,20,0
2325,44,7,3,1,0,32,1
2326,4,43,7,16,0,26,0
2327,29,3,3,5,1,19,0
2328,14,2,4,5,0,51,0
2329,25,8,6,5,0,23,0
2330,12,0,3,5,0,15,0
2331,3,9,4,31,1,27,0
2332,33,10,3,5,0,17,0
2333,7,0,3,5,0,14,0
2334,26,2,3,2,0,20,0
2335,3,0,3,5,0,22,0
2336,3,0,5,5,0,20,0
2337,35,8,7,5,0,19,0
2338,34,1,4,2,0,24,0
2339,7,1,3,1,0,25,0
2340,13,6,4,44,0,27,0
2341,6,204,7,9,0,17,0
2342,10,1,2,5,0,16,0
2343,21,4,5,5,0,16,0
2344,17,98,5,42,0,16,0
2345,1,0,3,5,0,21,0
2346,13,3,3,5,0,20,0
2347,17,6,3,1,0,29,0
2348,26,13,5,5,0,16,0
2349,13,2,3,5,0,15,0
2350,6,0,5,5,1,27,0
2351,26,2,8,5,0,33,0
2352,22,55,7,5,0,28,0
2353,3,2,6,12,0,40,0
2354,9,6,5,7,0,17,0
2355,8,1,3,1,0,18,0
2356,23,0,4,5,0,18,1
2357,27,0,3,2,0,27,0
2358,15,0,3,5,1,23,0
2359,17,4,2,5,0,13,0
2360,3,0,3,5,0,21,1
2361,1,8,3,2,0,19,0
2362,8,0,4,5,0,22,0
2363,19,4,4,5,0,21,0
2364,4,0,4,5,0,31,0
2365,1,62,7,21,0,27,1
2366,18,0,2,5,0,21,0
2367,18,69,5,219,0,20,0
2368,6,24,4,17,0,14,0
2369,3,6,2,3,0,17,1
2370,9,6,4,27,0,14,0
2371,18,17,5,23,0,106,0
2372,5,0,3,5,0,20,0
2373,2,1,3,4,0,22,0
2374,16,14,2,74,0,41,0
2375,41,3,5,1,0,18,0
2376,34,1,7,5,0,50,0
2377,4,1,5,1,0,32,0
2378,9,1,4,5,1,22,0
2379,22,2,6,5,1,22,0
2380,19,0,3,5,0,21,0
2381,31,4,3,9,0,13,0
2382,3,1,8,5,0,26,0
2383,4,8,3,4,0,17,0
2384,39,3,4,5,0,16,0
2385,21,4,3,4,0,16,0
2386,11,1,3,19,0,31,1
2387,25,1,3,5,0,21,0
2388,27,9,5,3,0,26,0
2389,17,6,3,38,1,29,0
2390,11,3,2,5,0,21,0
2391,13,2,7,5,0,66,0
2392,7,4,5,8,0,22,0
2393,33,0,2,5,1,22,0
2394,3,0,3,2,0,21,0
2395,40,0,3,5,1,23,1
2396,20,12,5,23,0,15,0
2397,8,7,3,6,0,22,0
2398,3,0,2,5,0,19,0
2399,4,8,2,5,0,16,0
2400,6,1,5,2,0,37,1
2401,5,75,3,43,0,24,0
2402,27,5,8,3,0,47,1
2403,1,0,4,5,0,21,0
2404,9,3,4,5,0,21,0
2405,21,1,5,5,1,19,0
2406,1,0,5,5,1,21,0
2407,8,0,3,2,0,19,0
2408,8,1,3,5,0,22,0
2409,1,76,4,53,0,20,0
2410,13,1,8,5,0,24,0
2411,6,2,2,1,0,17,1
2412,22,0,6,5,0,24,0
2413,18,0,2,5,0,15,0
2414,10,12,4,3,0,19,0
2415,2,1,3,5,0,27,0
2416,16,0,4,5,0,21,0
2417,5,2,5,5,0,31,0
2418,13,1,3,5,0,21,1
2419,43,37,6,12,0,38,0
2420,8,1,2,2,0,13,0
2421,1,3,5,5,0,21,0
2422,26,1,7,1,0,31,0
2423,28,5,5,5,0,32,0
2424,10,0,3,5,0,25,0
2425,11,1,5,5,0,23,0
2426,27,0,4,5,0,27,1
2427,18,0,3,5,1,32,0
2428,7,0,3,5,0,19,0
2429,9,190,3,6,0,17,0
2430,28,139,3,5,0,17,0
2431,7,0,4,5,0,25,0
2432,1,1,7,1,0,18,0
2433,21,16,5,7,0,24,0
2434,18,1,5,5,0,21,0
2435,18,11,4,5,0,29,0
2436,39,5,3,9,0,42,0
2437,22,24,2,1,0,18,1
2438,40,5,3,5,0,17,1
2439,27,2,5,5,1,29,0
2440,10,8,4,5,0,17,0
2441,37,846,4,498,0,30,0
2442,33,0,3,1,0,16,0
2443,4,4,5,32,0,18,0
2444,26,3,4,2,0,20,1
2445,26,1,3,5,0,22,1
2446,9,13,3,5,0,18,0
2447,8,4,3,5,0,111,0
2448,15,0,3,5,0,30,0
2449,10,2,3,4,0,20,0
2450,35,6,5,8,0,23,0
2451,8,0,3,5,0,19,0
2452,7,2,3,7,0,18,0
2453,17,8,3,2,1,23,0
2454,9,1,2,5,0,21,0
2455,27,77,3,5,0,22,0
2456,7,4,5,5,1,32,0
2457,3,2,4,2,0,29,1
2458,20,0,3,2,0,14,0
2459,7,384,4,101,1,15,0
2460,6,29,4,19,0,22,0
2461,15,50,3,3,0,32,0
2462,26,3,4,5,0,17,0
2463,11,1,3,5,1,19,0
2464,21,2,2,5,0,15,0
2465,8,1,3,5,0,13,0
2466,15,10,2,8,0,14,0
2467,29,4,6,1,0,25,0
2468,38,5,4,5,1,30,0
2469,19,1,4,5,0,27,1
2470,3,1,4,5,0,21,0
2471,18,9,3,25,0,15,1
2472,7,10,4,8,0,22,0
2473,24,20,5,109,0,29,0
2474,10,5,3,5,0,15,0
2475,6,3,3,33,0,28,0
2476,27,7,3,1,0,39,1
2477,9,0,5,5,0,111,0
2478,20,1,2,5,1,22,0
2479,20,24,4,2,0,44,0
2480,1,3,5,3,1,20,0
2481,4,0,3,5,0,31,0
2482,4,2,2,5,0,51,1
2483,12,9,5,6,0,62,0
2484,14,7,3,7,0,37,0
2485,1,0,5,5,0,22,1
2486,19,2,7,10,0,24,0
2487,2,3,4,5,0,20,0
2488,11,98,4,15,1,20,0
2489,39,5,8,1,0,29,0
2490,16,6,5,2,0,30,0
2491,11,0,4,5,0,21,0
2492,14,23,4,10,0,20,0
2493,13,0,3,4,0,17,0
2494,5,22,3,37,0,16,0
2495,3,0,3,5,0,28,0
2496,13,0,3,5,0,20,0
2497,15,4,3,5,0,15,0
2498,12,5,4,2,0,22,0
2499,18,2,2,5,1,17,0
2500,21,4,4,6,0,26,0
2501,40,109,4,20,0,20,0
2502,10,16,6,5,0,66,0
2503,9,39,2,16,0,19,0
2504,31,0,4,5,1,30,0
2505,35,223,4,5,0,31,1
2506,13,10,3,5,0,16,0
2507,24,11,8,20,0,33,0
2508,7,27,2,566,0,24,0
2509,6,7,6,5,0,31,0
2510,3,1,2,5,0,14,0
2511,4,0,8,5,0,26,0
2512,11,4,4,5,0,16,0
2513,1,1,3,2,0,44,0
2514,19,1,3,5,0,21,0
2515,28,0,3,2,0,24,0
2516,38,16,4,20,0,25,0
2517,12,24,3,5,0,22,0
2518,18,4,7,5,0,26,0
